post_id,category,post_text,timestamp
4223,Exploit Kits,Best anonymous VPN for dark web access?,2024-06-24 22:00:00
4224,Carding,Best anonymous VPN for dark web access?,2024-06-24 23:00:00
4225,Hacking Tools,Anyone interested in malware development? I have samples.,2024-06-25 00:00:00
4226,Anonymity Services,Zero-day exploits available for purchase.,2024-06-25 01:00:00
4227,Trojan Deployment,We need volunteers for a DDoS attack on major bank sites.,2024-06-25 02:00:00
4228,Ransomware,Best anonymous VPN for dark web access?,2024-06-25 03:00:00
4229,DDoS-for-hire,We need volunteers for a DDoS attack on major bank sites.,2024-06-25 04:00:00
4230,DDoS-for-hire,"New exploit found in Windows 11, selling access.",2024-06-25 05:00:00
4231,Data Leaks,We need volunteers for a DDoS attack on major bank sites.,2024-06-25 06:00:00
4232,DDoS-for-hire,Zero-day exploits available for purchase.,2024-06-25 07:00:00
4233,Ransomware,Exclusive forum for hackers—invites only!,2024-06-25 08:00:00
4234,Anonymity Services,"Dump of 10,000 stolen emails available.",2024-06-25 09:00:00
4235,Trojan Deployment,Zero-day exploits available for purchase.,2024-06-25 10:00:00
4236,Data Leaks,"Dump of 10,000 stolen emails available.",2024-06-25 11:00:00
4237,Phishing,Anyone interested in malware development? I have samples.,2024-06-25 12:00:00
4238,DDoS-for-hire,We need volunteers for a DDoS attack on major bank sites.,2024-06-25 13:00:00
4239,Trojan Deployment,"New exploit found in Windows 11, selling access.",2024-06-25 14:00:00
4240,Exploit Kits,Selling high-quality ransomware with encryption.,2024-06-25 15:00:00
4241,Anonymity Services,Best anonymous VPN for dark web access?,2024-06-25 16:00:00
4242,Anonymity Services,Looking for buyers of stolen PayPal credentials.,2024-06-25 17:00:00
4243,Hacking Tools,Best anonymous VPN for dark web access?,2024-06-25 18:00:00
4244,Phishing,Anyone interested in malware development? I have samples.,2024-06-25 19:00:00
4245,Carding,"Dump of 10,000 stolen emails available.",2024-06-25 20:00:00
4246,Hacking Tools,Anyone interested in malware development? I have samples.,2024-06-25 21:00:00
4247,Hacking Tools,Best anonymous VPN for dark web access?,2024-06-25 22:00:00
4248,DDoS-for-hire,Looking for buyers of stolen PayPal credentials.,2024-06-25 23:00:00
4249,Hacking Tools,"New exploit found in Windows 11, selling access.",2024-06-26 00:00:00
4250,Carding,"New exploit found in Windows 11, selling access.",2024-06-26 01:00:00
4251,Hacking Tools,Exclusive forum for hackers—invites only!,2024-06-26 02:00:00
4252,Phishing,Anyone interested in malware development? I have samples.,2024-06-26 03:00:00
4253,Ransomware,We need volunteers for a DDoS attack on major bank sites.,2024-06-26 04:00:00
4254,Carding,"New exploit found in Windows 11, selling access.",2024-06-26 05:00:00
4255,Stolen Credentials,Best anonymous VPN for dark web access?,2024-06-26 06:00:00
4256,Anonymity Services,Best anonymous VPN for dark web access?,2024-06-26 07:00:00
4257,Phishing,Selling high-quality ransomware with encryption.,2024-06-26 08:00:00
4258,Stolen Credentials,Exclusive forum for hackers—invites only!,2024-06-26 09:00:00
4259,Phishing,Exclusive forum for hackers—invites only!,2024-06-26 10:00:00
4260,Ransomware,Anyone interested in malware development? I have samples.,2024-06-26 11:00:00
4261,Data Leaks,Looking for buyers of stolen PayPal credentials.,2024-06-26 12:00:00
4262,Phishing,We need volunteers for a DDoS attack on major bank sites.,2024-06-26 13:00:00
4263,Carding,Best anonymous VPN for dark web access?,2024-06-26 14:00:00
4264,DDoS-for-hire,Anyone interested in malware development? I have samples.,2024-06-26 15:00:00
4265,DDoS-for-hire,Looking for botnet rental services. Need advice?,2024-06-26 16:00:00
4266,Data Leaks,Best anonymous VPN for dark web access?,2024-06-26 17:00:00
4267,Data Leaks,Selling high-quality ransomware with encryption.,2024-06-26 18:00:00
4268,Carding,Looking for buyers of stolen PayPal credentials.,2024-06-26 19:00:00
4269,Stolen Credentials,Looking for botnet rental services. Need advice?,2024-06-26 20:00:00
4270,Phishing,Selling high-quality ransomware with encryption.,2024-06-26 21:00:00
4271,Data Leaks,We need volunteers for a DDoS attack on major bank sites.,2024-06-26 22:00:00
4272,Stolen Credentials,Selling high-quality ransomware with encryption.,2024-06-26 23:00:00
4273,Stolen Credentials,Zero-day exploits available for purchase.,2024-06-27 00:00:00
4274,Trojan Deployment,Looking for botnet rental services. Need advice?,2024-06-27 01:00:00
4275,Hacking Tools,"New exploit found in Windows 11, selling access.",2024-06-27 02:00:00
4276,Phishing,"New exploit found in Windows 11, selling access.",2024-06-27 03:00:00
4277,Trojan Deployment,Looking for botnet rental services. Need advice?,2024-06-27 04:00:00
4278,Exploit Kits,Anyone interested in malware development? I have samples.,2024-06-27 05:00:00
4279,DDoS-for-hire,Anyone interested in malware development? I have samples.,2024-06-27 06:00:00
4280,Phishing,Exclusive forum for hackers—invites only!,2024-06-27 07:00:00
4281,Phishing,Selling high-quality ransomware with encryption.,2024-06-27 08:00:00
4282,Phishing,"Dump of 10,000 stolen emails available.",2024-06-27 09:00:00
4283,Hacking Tools,Looking for buyers of stolen PayPal credentials.,2024-06-27 10:00:00
4284,Exploit Kits,Selling high-quality ransomware with encryption.,2024-06-27 11:00:00
4285,DDoS-for-hire,Looking for botnet rental services. Need advice?,2024-06-27 12:00:00
4286,Carding,"New exploit found in Windows 11, selling access.",2024-06-27 13:00:00
4287,Exploit Kits,Looking for buyers of stolen PayPal credentials.,2024-06-27 14:00:00
4288,DDoS-for-hire,Anyone interested in malware development? I have samples.,2024-06-27 15:00:00
4289,Exploit Kits,Selling high-quality ransomware with encryption.,2024-06-27 16:00:00
4290,Exploit Kits,Zero-day exploits available for purchase.,2024-06-27 17:00:00
4291,Anonymity Services,"New exploit found in Windows 11, selling access.",2024-06-27 18:00:00
4292,Stolen Credentials,Zero-day exploits available for purchase.,2024-06-27 19:00:00
4293,Exploit Kits,Looking for botnet rental services. Need advice?,2024-06-27 20:00:00
4294,Exploit Kits,"New exploit found in Windows 11, selling access.",2024-06-27 21:00:00
4295,Hacking Tools,Selling high-quality ransomware with encryption.,2024-06-27 22:00:00
4296,Exploit Kits,Looking for buyers of stolen PayPal credentials.,2024-06-27 23:00:00
4297,Trojan Deployment,Exclusive forum for hackers—invites only!,2024-06-28 00:00:00
4298,Trojan Deployment,"New exploit found in Windows 11, selling access.",2024-06-28 01:00:00
4299,Phishing,Exclusive forum for hackers—invites only!,2024-06-28 02:00:00
4300,Phishing,"Dump of 10,000 stolen emails available.",2024-06-28 03:00:00
4301,Phishing,We need volunteers for a DDoS attack on major bank sites.,2024-06-28 04:00:00
4302,Hacking Tools,"New exploit found in Windows 11, selling access.",2024-06-28 05:00:00
4303,Ransomware,We need volunteers for a DDoS attack on major bank sites.,2024-06-28 06:00:00
4304,Phishing,Anyone interested in malware development? I have samples.,2024-06-28 07:00:00
4305,DDoS-for-hire,Looking for botnet rental services. Need advice?,2024-06-28 08:00:00
4306,Ransomware,Looking for botnet rental services. Need advice?,2024-06-28 09:00:00
4307,Anonymity Services,Exclusive forum for hackers—invites only!,2024-06-28 10:00:00
4308,Carding,Looking for botnet rental services. Need advice?,2024-06-28 11:00:00
4309,Trojan Deployment,Exclusive forum for hackers—invites only!,2024-06-28 12:00:00
4310,Data Leaks,Anyone interested in malware development? I have samples.,2024-06-28 13:00:00
4311,Hacking Tools,Looking for buyers of stolen PayPal credentials.,2024-06-28 14:00:00
4312,Phishing,Best anonymous VPN for dark web access?,2024-06-28 15:00:00
4313,Hacking Tools,Looking for botnet rental services. Need advice?,2024-06-28 16:00:00
4314,Phishing,Anyone interested in malware development? I have samples.,2024-06-28 17:00:00
4315,Trojan Deployment,We need volunteers for a DDoS attack on major bank sites.,2024-06-28 18:00:00
4316,Phishing,Selling high-quality ransomware with encryption.,2024-06-28 19:00:00
4317,Data Leaks,Zero-day exploits available for purchase.,2024-06-28 20:00:00
4318,Carding,Zero-day exploits available for purchase.,2024-06-28 21:00:00
4319,Hacking Tools,Best anonymous VPN for dark web access?,2024-06-28 22:00:00
4320,Exploit Kits,Looking for buyers of stolen PayPal credentials.,2024-06-28 23:00:00
4321,Hacking Tools,"Dump of 10,000 stolen emails available.",2024-06-29 00:00:00
4322,Hacking Tools,"Dump of 10,000 stolen emails available.",2024-06-29 01:00:00
4323,Stolen Credentials,"Dump of 10,000 stolen emails available.",2024-06-29 02:00:00
4324,Trojan Deployment,Best anonymous VPN for dark web access?,2024-06-29 03:00:00
4325,Trojan Deployment,We need volunteers for a DDoS attack on major bank sites.,2024-06-29 04:00:00
4326,Data Leaks,Best anonymous VPN for dark web access?,2024-06-29 05:00:00
4327,Ransomware,"Dump of 10,000 stolen emails available.",2024-06-29 06:00:00
4328,Stolen Credentials,Best anonymous VPN for dark web access?,2024-06-29 07:00:00
4329,Data Leaks,"New exploit found in Windows 11, selling access.",2024-06-29 08:00:00
4330,DDoS-for-hire,Selling high-quality ransomware with encryption.,2024-06-29 09:00:00
4331,Hacking Tools,Selling high-quality ransomware with encryption.,2024-06-29 10:00:00
4332,Phishing,Anyone interested in malware development? I have samples.,2024-06-29 11:00:00
4333,Exploit Kits,Selling high-quality ransomware with encryption.,2024-06-29 12:00:00
4334,Phishing,Looking for buyers of stolen PayPal credentials.,2024-06-29 13:00:00
4335,Trojan Deployment,Anyone interested in malware development? I have samples.,2024-06-29 14:00:00
4336,Phishing,Selling high-quality ransomware with encryption.,2024-06-29 15:00:00
4337,Stolen Credentials,Looking for buyers of stolen PayPal credentials.,2024-06-29 16:00:00
4338,Carding,Exclusive forum for hackers—invites only!,2024-06-29 17:00:00
4339,Phishing,Looking for botnet rental services. Need advice?,2024-06-29 18:00:00
4340,Carding,Zero-day exploits available for purchase.,2024-06-29 19:00:00
4341,Phishing,Best anonymous VPN for dark web access?,2024-06-29 20:00:00
4342,DDoS-for-hire,Zero-day exploits available for purchase.,2024-06-29 21:00:00
4343,Phishing,Zero-day exploits available for purchase.,2024-06-29 22:00:00
4344,Hacking Tools,"New exploit found in Windows 11, selling access.",2024-06-29 23:00:00
4345,Exploit Kits,Zero-day exploits available for purchase.,2024-06-30 00:00:00
4346,Hacking Tools,Exclusive forum for hackers—invites only!,2024-06-30 01:00:00
4347,Carding,Looking for botnet rental services. Need advice?,2024-06-30 02:00:00
4348,Trojan Deployment,Selling high-quality ransomware with encryption.,2024-06-30 03:00:00
4349,Anonymity Services,"Dump of 10,000 stolen emails available.",2024-06-30 04:00:00
4350,Phishing,We need volunteers for a DDoS attack on major bank sites.,2024-06-30 05:00:00
4351,Ransomware,"New exploit found in Windows 11, selling access.",2024-06-30 06:00:00
4352,Carding,Exclusive forum for hackers—invites only!,2024-06-30 07:00:00
4353,DDoS-for-hire,Looking for botnet rental services. Need advice?,2024-06-30 08:00:00
4354,Anonymity Services,"Dump of 10,000 stolen emails available.",2024-06-30 09:00:00
4355,Stolen Credentials,We need volunteers for a DDoS attack on major bank sites.,2024-06-30 10:00:00
4356,Trojan Deployment,"Dump of 10,000 stolen emails available.",2024-06-30 11:00:00
4357,Phishing,Zero-day exploits available for purchase.,2024-06-30 12:00:00
4358,Trojan Deployment,Exclusive forum for hackers—invites only!,2024-06-30 13:00:00
4359,Ransomware,We need volunteers for a DDoS attack on major bank sites.,2024-06-30 14:00:00
4360,Anonymity Services,We need volunteers for a DDoS attack on major bank sites.,2024-06-30 15:00:00
4361,Data Leaks,"Dump of 10,000 stolen emails available.",2024-06-30 16:00:00
4362,Carding,"Dump of 10,000 stolen emails available.",2024-06-30 17:00:00
4363,Ransomware,Anyone interested in malware development? I have samples.,2024-06-30 18:00:00
4364,Hacking Tools,Zero-day exploits available for purchase.,2024-06-30 19:00:00
4365,Carding,Exclusive forum for hackers—invites only!,2024-06-30 20:00:00
4366,Trojan Deployment,Looking for botnet rental services. Need advice?,2024-06-30 21:00:00
4367,DDoS-for-hire,Looking for buyers of stolen PayPal credentials.,2024-06-30 22:00:00
4368,Carding,Looking for botnet rental services. Need advice?,2024-06-30 23:00:00
4369,Trojan Deployment,Selling high-quality ransomware with encryption.,2024-07-01 00:00:00
4370,Trojan Deployment,Exclusive forum for hackers—invites only!,2024-07-01 01:00:00
4371,Carding,"Dump of 10,000 stolen emails available.",2024-07-01 02:00:00
4372,DDoS-for-hire,Selling high-quality ransomware with encryption.,2024-07-01 03:00:00
4373,DDoS-for-hire,"Dump of 10,000 stolen emails available.",2024-07-01 04:00:00
4374,Ransomware,Looking for botnet rental services. Need advice?,2024-07-01 05:00:00
4375,Ransomware,Looking for buyers of stolen PayPal credentials.,2024-07-01 06:00:00
4376,Phishing,Looking for buyers of stolen PayPal credentials.,2024-07-01 07:00:00
4377,Trojan Deployment,Zero-day exploits available for purchase.,2024-07-01 08:00:00
4378,DDoS-for-hire,We need volunteers for a DDoS attack on major bank sites.,2024-07-01 09:00:00
4379,Stolen Credentials,"Dump of 10,000 stolen emails available.",2024-07-01 10:00:00
4380,Hacking Tools,Anyone interested in malware development? I have samples.,2024-07-01 11:00:00
4381,Phishing,"New exploit found in Windows 11, selling access.",2024-07-01 12:00:00
4382,Stolen Credentials,Exclusive forum for hackers—invites only!,2024-07-01 13:00:00
4383,Hacking Tools,Looking for botnet rental services. Need advice?,2024-07-01 14:00:00
4384,Carding,Anyone interested in malware development? I have samples.,2024-07-01 15:00:00
4385,Carding,Best anonymous VPN for dark web access?,2024-07-01 16:00:00
4386,Phishing,Looking for buyers of stolen PayPal credentials.,2024-07-01 17:00:00
4387,DDoS-for-hire,Anyone interested in malware development? I have samples.,2024-07-01 18:00:00
4388,Trojan Deployment,"New exploit found in Windows 11, selling access.",2024-07-01 19:00:00
4389,Ransomware,We need volunteers for a DDoS attack on major bank sites.,2024-07-01 20:00:00
4390,DDoS-for-hire,Looking for buyers of stolen PayPal credentials.,2024-07-01 21:00:00
4391,Exploit Kits,Selling high-quality ransomware with encryption.,2024-07-01 22:00:00
4392,Exploit Kits,"Dump of 10,000 stolen emails available.",2024-07-01 23:00:00
4393,Ransomware,Best anonymous VPN for dark web access?,2024-07-02 00:00:00
4394,Anonymity Services,Best anonymous VPN for dark web access?,2024-07-02 01:00:00
4395,Stolen Credentials,"Dump of 10,000 stolen emails available.",2024-07-02 02:00:00
4396,Hacking Tools,Exclusive forum for hackers—invites only!,2024-07-02 03:00:00
4397,Carding,"New exploit found in Windows 11, selling access.",2024-07-02 04:00:00
